 nT
YEAR DOY HR  1    2     3     4     5        6     7     8     9  10   11   12 
2024 216  5 51   6.4  -1.1   5.4   2.7   47607.   5.6  363.  1.59 23     2   95
2024 216  6 51   5.9  -4.8   2.6   1.8   42991.   5.4  339.  1.39 10     5   57
2024 216  7 51   6.2  -3.4   5.0  -0.7   38938.   4.9  357.  1.28 10     4   78
2024 216  8 51   6.1  -2.0   5.1  -2.0   46250.   5.5  363.  1.54 10     0   84
2024 216  9 51   6.3  -3.1   4.9  -2.4   40321.   5.8  355.  1.57 20     2  245
2024 216 10 51   6.3  -4.0   2.7  -3.3   38730.   7.1  353.  1.88 20     6  336
2024 216 11 51   6.6  -3.9  -1.8  -4.5   32455.   7.6  355.  2.03 20     7  530
2024 216 12 51   6.4  -3.9  -1.2  -4.4   30408.   8.1  353.  2.17 20     4  465
2024 216 13 51   6.3  -2.3   1.2  -5.4   33653.   9.2  357.  2.55 20     7  438
2024 216 14 51   7.2  -0.8   5.4  -4.6   34718.   7.8  359.  2.23 20     9  452
2024 216 15 51   7.7  -0.7   6.9  -2.9   32606.   6.9  361.  1.93 23     6  485
2024 216 16 51   7.6  -0.1   6.6  -1.9   31757.   8.8  362.  2.50 23     6  393
2024 216 17 51   8.0  -0.6   7.3  -2.1   31008.   8.2  358.  2.27 23    11  319
2024 216 18 51   8.5   0.5   8.3   1.4   28037.   8.0  362.  2.31 20    15  211
2024 216 19 51   8.6  -0.7   7.3  -0.4   32150.   8.5  357.  2.29 20    17  109
2024 216 20 51   8.7  -1.8   7.3  -3.8   37865.   8.5  356.  2.12 20    11  216
2024 216 21 51   9.2  -2.2   6.2  -6.0   34983.   8.1  359.  2.07 27     7  496
2024 216 22 51   8.9  -2.5   7.2  -4.1   32434.   9.0  359.  2.44 27     3  499
2024 216 23 51   8.6  -2.1   6.9  -2.5   33618.  11.2  359.  3.13 27     3  346
2024 217  0 51   7.9  -3.7   6.6   0.4   32179.  13.7  361.  3.91 27     8  133
2024 217  1 51   8.4  -5.6   5.6  -2.6   37532.  13.3  358.  3.85 27    10  165
2024 217  2 51   9.5  -5.1   3.4  -6.4   33842.  12.7  355.  3.95 27     9  385
2024 217  3 51   9.3  -5.4  -0.6  -7.2   23685.  15.8  335.  3.55 37     1  626
2024 217  4 51   8.6  -5.7   2.3  -5.4   23844.  16.2  364.  4.29 37   -12  567
2024 217  5 51   8.8  -6.7  -0.9  -5.5   22297.  17.8  328.  3.83 37    -7  547
2024 217  6 51   9.6  -5.6   0.7  -6.5   19385.  13.1  334.  3.73 43   -12  727
2024 217  7 51  13.6  -7.4  -2.2 -10.7   24320.  16.4  336.  3.70 43   -21  814
2024 217  8 51  13.2  -5.8  -4.1 -10.7   41213.  13.5  340.  3.47 43   -48  872
2024 217  9 51  12.7  -4.0  -1.7 -10.8   51644.  12.8  352.  3.59 40   -61  978
2024 217 10 51  13.4   2.9   1.0 -12.5   27770.  12.1  381.  3.51 40   -55  892
2024 217 11 51  13.7   4.1  -3.1 -12.5   35822.  10.8  386.  3.22 40   -65  798
2024 217 12 51  13.9   8.4  -2.8 -10.6   27124.  13.4  390.  4.66 67   -66 1006
2024 217 13 51  16.6  11.0  -0.8 -12.1   33581.  16.4  395.  5.88 67   -68 1028
2024 217 14 51  17.6  11.3  -4.8 -12.2   34142.  36.2  398. 12.83 67   -72  951
2024 217 15 51  16.4   8.1  -7.6 -10.9   46470.  35.0  387. 10.96 70   -88  969
2024 217 16 51  15.3   2.1  -8.4 -11.4   75361.  33.3  385. 10.72 70   -99 1001
2024 217 17 51  16.2  -6.3 -14.7  -0.4   74553.  17.4  373.  5.69 70  -100 1148
2024 217 18 51  13.5  -5.8 -11.8   2.9  126587.  15.4  362.  4.77 43   -97  908
2024 217 19 51  12.3  -5.7 -10.6   2.0  129332.  14.9  355.  4.50 43   -91  362
2024 217 20 51  12.9  -3.7 -11.9   1.2   89809.  14.9  359.  4.71 43   -83  356
2024 217 21 51  13.0  -3.4 -12.4   0.2   70187.  15.2  355.  4.50 40   -72  513
2024 217 22 51  17.8  -4.5 -16.7   1.1   86905.  21.1  381.  7.04 40   -55  503
2024 217 23 51  20.7  -9.9 -14.1   9.8  124944.  22.9  391.  8.30 40   -47  332
2024 218  0 51  18.4  -9.7  -0.9  13.4  217783.  11.0  384.  3.86 23   -51  104
2024 218  1 51  16.7  -5.9  10.7  11.2  197890.   9.1  403.  3.72 23   -52  111
2024 218  2 51  12.8  -0.2   9.0   2.7  332778.   8.6  370.  2.67 23   -51   69
2024 218  3 51  12.0  -5.4   8.7   5.1  294261.   5.4  361.  1.57 27   -54   96
2024 218  4 51  15.5  -3.4  14.7   0.6  198039.   3.8  440.  1.54 27   -52   60
2024 218  5 51  17.3  -3.4  16.5   2.7  227191.   5.0  449.  1.93 27   -46  270
2024 218  6 51  13.4  -3.8   2.9   2.4  338677.  13.1  477.  5.71 30   -32  351
2024 218  7 51   9.0   5.5   0.9  -4.8  320897.  12.0  476.  5.25 30   -27  274
2024 218  8 51   9.1  -3.7   2.1   0.3  227498.   9.2  501.  4.38 30   -34  107
2024 218  9 51   9.0  -6.9   2.1   4.5  141410.   8.1  497.  3.77 20   -31   78
2024 218 10 51   7.6  -6.3  -1.5   3.0  157877.   7.2  493.  3.35 20   -26  130
2024 218 11 51   6.4  -5.3  -1.0   1.2  136712.   6.9  509.  3.31 20   -31  241
2024 218 12 51   5.0  -4.4  -1.1  -1.9   99456.   3.5  538.  1.85 20   -35  119
2024 218 13 51   4.6  -4.4  -0.2  -0.2  101346.   3.2  534.  1.68 20   -35  168
2024 218 14 51   3.3  -3.2  -0.4   0.3   93745.   5.3  512.  2.56 20   -31  221
2024 218 15 51   3.5  -3.4  -0.4   0.3   77409.   5.7  503.  2.66 17   -28  162
2024 218 16 51   3.9  -3.7  -0.9   0.5   72642.   5.9  494.  2.64 17   -22  155
2024 218 17 51   4.8  -4.6  -1.1   1.0   58576.   5.6  492.  2.50 17   -16  152
2024 218 18 51   4.1  -3.8  -1.4   0.4   75822.   6.0  479.  2.53 17   -13   84
2024 218 19 51   2.7   0.4  -1.5  -0.7   64488.   8.0  465.  3.28 17   -13  160
2024 218 20 51   3.1   2.9   0.5  -0.3   53109.   7.6  461.  3.07 17   -11  213
2024 218 21 51   3.3   3.1  -0.6   1.0   47860.   7.5  456.  2.98 17   -12  162
2024 218 22 51   3.6   2.9  -1.5   1.3   31355.   8.1  457.  3.27 17    -8   91
2024 218 23 51   3.2  -0.8  -2.1  -0.6   63943.   5.7  458.  2.25 17    -7   63
2024 219  0 51   4.2   0.1  -3.5  -1.0   71570.   3.9  442.  1.48 17    -8  246
2024 219  1 51   4.2  -0.8  -3.8   0.6   73042.   3.9  440.  1.45 17   -11  181
2024 219  2 51   4.4   2.1  -2.9   0.9   70334.   3.5  416.  1.21 17   -13   76
2024 219  3 51   4.6   1.6  -3.5  -0.1   69034.   4.2  423.  1.48 13   -13   75
2024 219  4 51   4.5  -0.3  -3.9   1.1   64697.   4.6  433.  1.67 13   -10   44
2024 219  5 51   4.6   2.1  -3.3  -1.4   50194.   4.3  414.  1.44 13   -10  133
2024 219  6 51   4.8   2.3  -3.9  -0.4   49346.   4.2  412.  1.37 13   -14  205
2024 219  7 51   4.7   2.3  -3.5   0.4   48446.   4.1  414.  1.36 13   -15  236
2024 219  8 51   4.8   1.3  -3.6   2.6   49356.   3.6  426.  1.24 13   -19   95
2024 219  9 51   5.1   1.0  -4.2   1.9   38579.   3.3  426.  1.13  3   -17   51
2024 219 10 51   5.0   1.1  -3.5   2.9   46756.   3.4  424.  1.16  3   -13   44
2024 219 11 51   4.7   2.1  -2.7   2.4   70327.   3.6  415.  1.22  3   -11   43
2024 219 12 51   4.6   2.0  -3.4   1.3   76544.   3.7  413.  1.26  7    -8   57
2024 219 13 51   4.1   2.0  -2.4   1.7  101260.   3.9  417.  1.37  7    -4   54
2024 219 14 51   4.2   1.7  -2.6   1.6  100986.   4.0  421.  1.43  7     0   53
2024 219 15 51   4.1   0.7  -2.1   1.4  106030.   4.2  426.  1.52 13     3  121
2024 219 16 51   4.1   2.9  -0.6   2.1  104782.   4.0  408.  1.34 13     2  150
2024 219 17 51   4.5   0.7  -2.0   2.6   91073.   3.9  423.  1.39 13     0  200
2024 219 18 51   5.0   0.1  -3.6   2.6   71764.   3.8  426.  1.36 13     0  137
2024 219 19 51   5.1   0.8  -3.6  -0.1   69682.   3.9  417.  1.34 13    -1  173
2024 219 20 51   4.9   0.7  -4.2   1.1   74771.   4.1  419.  1.42 13    -2  153
2024 219 21 51   4.9   1.5  -3.4  -0.4   74443.   4.0  407.  1.32 17    -2   78
2024 219 22 51   5.0   2.0  -3.6   0.5   78473.   4.2  404.  1.37 17    -1   76
2024 219 23 51   5.1   0.8  -3.9   2.3   76607.   4.1  411.  1.37 17    -2   63
2024 220  0 51   5.2   1.2  -3.2   2.3   68262.   3.8  405.  1.24 10    -1   65
2024 220  1 51   5.0   1.3  -2.8   0.6   71787.   4.1  404.  1.34 10    -1   63
2024 220  2 51   5.0   2.0  -4.1   0.8   80287.   4.3  397.  1.35 10    -1   48
2024 220  3 51   5.1   3.1  -2.2   2.6   77368.   4.1  387.  1.25 17    -1   66
2024 220  4 51   5.1   4.0  -1.2  -0.6   83536.   4.2  380.  1.22 17    -1  105
2024 220  5 51   5.1   2.1  -3.3   1.6   77731.   4.3  393.  1.34 17     0  143
2024 220  6 51   5.1   2.3  -2.1   2.0   78407.   4.3  392.  1.35 10     3  190
2024 220  7 51   5.0   1.9  -3.7   0.2   81407.   4.7  397.  1.50 10     4   96
2024 220  8 51   5.2   2.9  -2.1   2.2   81074.   4.5  383.  1.34 10    -3   84
2024 220  9 51   5.3   3.2   0.3   0.4   80986.   4.5  385.  1.37 20    -2   97
2024 220 10 51   5.6   1.3  -3.2  -2.4   72468.   4.8  401.  1.54 20    -2  200
2024 220 11 51   5.7   2.0  -4.1   1.7   71558.   4.6  389.  1.38 20    -6  287
2024 220 12 51   5.9   3.5  -3.4   2.1   55127.   4.2  375.  1.16 20    -4  177
2024 220 13 51   5.8   2.5  -3.9   1.7   61181.   4.6  385.  1.31 20     3   90
2024 220 14 51   5.6   1.6  -3.9  -0.1   65723.   4.7  404.  1.48 20     6   78
2024 220 15 51   5.4   2.7  -3.7   0.8 9999999. 999.9 9999. 99.99 13     9  107
2024 220 16 51   5.4   2.6  -3.6   0.7   72736.   5.0  385.  1.44 13    10  153
2024 220 17 51   5.3   2.1  -3.1   2.0   81941.   5.0  390.  1.49 13    13   83
2024 220 18 51   5.5   3.3  -0.6   2.6   73421.   5.0  377.  1.39 10    15   84
2024 220 19 51   5.6   0.6  -1.0   3.3   74223.   5.3  397.  1.62 10    15   65
2024 220 20 51   5.6   3.4  -2.3   2.6   73431.   4.7  375.  1.31 10    13   64
2024 220 21 51   5.6   3.5  -1.6  -3.1   75671.   4.9  378.  1.38 23    10  160
2024 220 22 51   5.8   3.4  -4.1  -1.7   65981.   4.9  376.  1.36 23     7  229
2024 220 23 51   5.7   3.0  -4.0  -1.5   71504.   4.8  377.  1.34 23     4  272
2024 221  0 51   5.6   2.4  -2.7  -2.5   79143.   5.0  385.  1.47 27     0  301
2024 221  1 51   5.7   3.3  -3.4  -1.4   81688.   4.7  371.  1.29 27     1  444
2024 221  2 51   5.4   1.2  -2.4   0.8   87602.   4.9  386.  1.43 27     0  145
2024 221  3 51   5.1  -0.1  -3.0   1.4  103965.   4.6  400.  1.45 13    -1   40
2024 221  4 51   5.3   1.4  -2.8   3.5  102204.   4.9  386.  1.42 13     0   54
2024 221  5 51   4.9   1.4  -2.2  -3.1   99517.   5.0  387.  1.47 13     1  160
2024 221  6 51   4.9   3.3  -1.8   0.5   95227.   4.7  368.  1.27 13     1  177
2024 221  7 51   5.3   2.9  -3.2   0.4   82450.   4.3  371.  1.15 13    -2   96
2024 221  8 51   5.6   2.8  -3.2  -0.7   75595.   4.7  374.  1.27 13    -3   99
2024 221  9 51   5.6   3.4  -2.1  -1.2   69115.   4.5  368.  1.18 17     1  102
2024 221 10 51   5.7   2.5  -3.3   2.5   82924.   4.6  373.  1.23 17     3  238
2024 221 11 51   5.9   3.0  -2.1   1.4   81588.   5.0  379.  1.39 17     9  234
2024 221 12 51   6.4   1.3  -1.4   5.3   89297.   5.3  390.  1.56 10     9   85
2024 221 13 51   6.2   0.4  -4.5   3.8   81017.   4.9  392.  1.46 10    11   72
2024 221 14 51   6.2   1.6  -3.8   3.7   65015.   4.5  380.  1.25 10    16   62
2024 221 15 51   6.3   1.2  -4.4   2.3   53247.   4.8  381.  1.33 10    20   68
2024 221 16 51   6.0   1.4  -3.6   3.4   53528.   4.6  376.  1.26 10    17   93
2024 221 17 51   6.1  -0.5  -5.4   1.4   56596.   4.8  390.  1.39 10    19   92
2024 221 18 51   6.2   3.2  -1.4   4.3   55323.   4.9  363.  1.25 13    17   79
2024 221 19 51   6.1   1.5  -4.4   1.4   66403.   5.1  377.  1.40 13    19   75
2024 221 20 51   6.4   4.2   1.1   4.2   50442.   4.6  358.  1.14 13    15   62
2024 221 21 51   6.5   4.4  -1.2   2.8   48379.   4.5  352.  1.08 13    13   68
2024 221 22 51   6.4   5.4  -2.8  -0.1   42312.   4.1  339.  0.91 13    13   85
2024 221 23 51   6.4   3.1  -3.0   3.1   54188.   4.7  358.  1.15 13    13   84
2024 222  0 51   6.6   4.1  -3.4   2.9   41371.   4.5  348.  1.04 20    15   71
2024 222  1 51   6.5   4.1  -3.9  -0.0   50207.   4.6  350.  1.10 20    15   73
2024 222  2 51   6.9   2.5  -4.6  -3.1   52115.   4.7  368.  1.22 20    14  185
2024 222  3 51   6.9   4.3  -4.8   1.1   64904.   4.4  352.  1.05 13     8  161
2024 222  4 51   7.1   4.2  -4.3   3.3   65704.   4.3  375.  1.19 13     8   50
2024 222  5 51   6.9   3.0  -3.6   4.3   72914.   4.2  382.  1.23 13    15   42
2024 222  6 51   6.7   2.7  -2.1   4.3   98402.   4.8  392.  1.48  7    17   47
2024 222  7 51   6.6   2.8  -2.0   4.1  100370.   5.0  386.  1.46  7    15   50
2024 222  8 51   6.6   2.4  -5.7   0.7  102085.   5.0  393.  1.53  7    13   65
2024 222  9 51   5.5   2.8  -1.0   0.9  121879.   4.7  369.  1.41 13    11   94
2024 222 10 51   5.8   1.2  -4.4   2.4  121969.   4.9  400.  1.59 13    12  124
2024 222 11 51   5.6   2.7  -3.6   2.1  107052.   4.4  387.  1.43 13    12   99
2024 222 12 51   5.4   0.7  -3.3   2.2  132726.   4.8  397.  1.54 20     9   83
2024 222 13 51   5.7   4.9  -1.8  -0.3  114028.   4.1  359.  1.09 20    10  129
2024 222 14 51   5.3   3.4  -1.0   3.2  117399.   4.7  375.  1.36 20    10   97
2024 222 15 51   4.9   2.5  -1.6   1.3  118823.   4.2  379.  1.22 17    14   81
2024 222 16 51   4.7   1.8  -1.9   2.7  114344.   4.2  384.  1.24 17    15   99
2024 222 17 51   4.7   1.7   0.6   2.1  114990.   4.6  387.  1.33 17    19   68
2024 222 18 51   4.8   0.5  -3.9   1.3  111069.   4.2  390.  1.27 10    21  121
2024 222 19 51   4.5   2.8  -0.7   0.6  114883.   4.0  374.  1.14 10    20  105
2024 222 20 51   5.2   2.1  -3.9   1.2  102085.   4.0  378.  1.12 10    17  146
2024 222 21 51   5.4  -0.9  -4.9  -0.6   76054.   4.0  402.  1.23 17    17  117
2024 222 22 51   5.2  -1.1  -4.7  -0.8   76337.   3.9  399.  1.19 17    13  125
2024 222 23 51   5.6  -1.7  -4.5  -0.8   60943.   3.7  401.  1.13 17    14  175
2024 223  0 51   5.4  -1.1  -4.5   0.7   54398.   3.2  394.  0.95 13    13   77
2024 223  1 51   5.0   2.6  -3.5  -0.2   65058.   3.3  363.  0.86 13    13   81
2024 223  2 51   5.2   0.9  -4.1   0.4   53026.   3.1  378.  0.87 13    14   62
2024 223  3 51   5.3   1.4  -4.7   0.3   42798.   3.2  374.  0.90 20    13   87
2024 223  4 51   5.3  -0.2  -3.8  -2.7   55105.   3.4  385.  1.04 20    11  161
2024 223  5 51   5.0   2.9  -1.4  -1.9   68324.   3.1  354.  0.80 20     9  326
2024 223  6 51   5.3   1.1  -4.6  -0.9   49799.   3.5  373.  0.98  7     5  240
2024 223  7 51   5.6  -0.9  -5.3   0.3   39080.   3.5  388.  1.04  7     4  102
2024 223  8 51   5.6  -1.2  -5.2   0.6   37420.   3.6  392.  1.08  7     3   69
2024 223  9 51   5.4   0.8  -4.5   1.5   39356.   3.3  363.  0.86  7     1   60
2024 223 10 51   5.3   1.5  -4.5   1.3   46218.   3.4  361.  0.88  7     4   62
2024 223 11 51   5.3   0.8  -4.6   0.7   45031.   3.3  369.  0.89  7     8   74
2024 223 12 51   5.5   1.6  -3.9   2.2   43850.   3.5  363.  0.91 23    10   88
2024 223 13 51  10.1   1.0  -7.7   3.7   76405.   6.4  407.  2.10 23    21  161
2024 223 14 51   9.8  -0.1  -7.3   2.6   80163.   6.9  408.  2.31 23    23  111
2024 223 15 51   9.7  -5.3  -7.5  -1.2   82768.   7.7  430.  2.83 23    26  240
2024 223 16 51   8.9  -3.4  -7.2   2.4  111739.   6.9  419.  2.44 23    18  369
2024 223 17 51   7.6   1.1  -5.1   0.7  117913.   6.6  392.  2.12 23    18  235
2024 223 18 51   8.7   1.2  -8.3   0.3   94987.   6.3  390.  1.99 17    19  276
2024 223 19 51   9.5  -0.8  -8.6   2.6  101467.   6.9  403.  2.27 17    20  281
2024 223 20 51   9.2   2.1  -7.7   2.9  118183.   7.2  405.  2.39 17    17  103
2024 223 21 51   9.5   1.3  -7.2   4.0  118242.   7.3  410.  2.48 13    15   47
2024 223 22 51   9.8   3.9  -7.5   4.4   98995.   6.7  391.  1.98 13    13   58
2024 223 23 51   9.8   5.2  -5.6   5.0  105011.   6.4  388.  1.92 13    16   65
2024 224  0 51  11.7   1.1 -10.0   4.7  102038.   7.8  429.  2.82 20    25   46
2024 224  1 51  13.1   1.3 -10.1   7.1   88187.   7.8  441.  2.97 20    31   75
2024 224  2 51  15.3  -3.4 -14.0   3.2   91663.  10.2  472.  4.34 20    38  103
2024 224  3 51  16.5  -4.7 -15.0   3.0   75218.  10.6  479.  4.81 20    38  223
2024 224  4 51  16.5  -0.5 -14.2   7.6   76080.  11.6  460.  4.89 20    29  143
2024 224  5 51  16.5  -4.3 -14.8   3.8   70432.  15.6  463.  6.68 20    35  128
2024 224  6 51  15.8  -6.3 -12.1  -4.9   82403.  20.3  464.  9.14 47    40  260
2024 224  7 51  18.5  -3.2 -16.9   5.1   65728.  18.2  482.  8.50 47    19  459
2024 224  8 51  19.5  -2.4 -13.9  12.1   59860.  16.3  481.  7.38 47    19  335
2024 224  9 51  19.6   9.2   6.1  11.6   62571.  18.3  457.  8.65 43    34  162
2024 224 10 51  20.5  10.8  10.8  12.4   71979.  11.0  472.  5.66 43    24  132
2024 224 11 51  17.9   4.3  -3.2  11.7   98559.  23.3  480. 13.88 43    50  138
2024 224 12 51  19.5  -4.4 -15.2  10.7   54682.  14.7  475.  8.60 50    35  118
2024 224 13 51  14.9  -1.6  -6.3   6.3  131194.  23.4  466. 12.05 50    38  168
2024 224 14 51  19.4   8.5  16.8   2.2   32561.  26.7  476. 14.22 50    54  218
2024 224 15 51  17.6   5.2  11.3   9.5   98788.  22.4  470. 11.04 43    50  210
2024 224 16 51  18.4   7.0  12.3  11.5   75929.  19.3  466.  9.29 43    41  141
2024 224 17 51  14.8   1.0  10.5   9.4   97346.  34.9  473. 18.10 43    65  131
2024 224 18 51  14.1  -0.0   9.2   9.3  136571.  28.5  481. 16.43 37    64  114
2024 224 19 51  22.0  -5.9  16.5  11.0  172924.  33.8  510. 22.26 37    71  134
2024 224 20 51  19.0  -4.4  14.5   8.1  164613.  36.5  502. 22.49 37    68  239
2024 224 21 51  18.5  -7.7   8.7   9.2  138648.  37.5  519. 24.56 47    62  173
2024 224 22 51  21.5  -6.2  18.1   8.3  136280.  36.1  523. 23.35 47    60  165
2024 224 23 51  21.3 -12.0  11.5 -10.6  133262.  25.8  497. 14.73 47    38  400
2024 225  0 51  20.5  -2.3   8.3  -2.4  105017.  31.7  505. 19.60 67     4 1176
2024 225  1 51  22.9  -4.4  22.2   0.8   74752.  39.7  503. 25.36 67    -4  802
2024 225  2 51  22.0  -7.9  14.8 -12.0  108622.  34.6  492. 20.53 67    -8  735
2024 225  3 51  17.9  -0.3   4.9 -15.4   80443.  30.3  508. 19.38 70   -45  749
2024 225  4 51  13.1   3.3  -3.9 -11.1   56244.  33.2  519. 22.70 70   -87 1044
2024 225  5 51  12.5   4.0   1.3 -10.7   58062.  27.1  510. 16.90 70  -125  705
2024 225  6 51  13.9   2.3   2.5 -13.2   60144.  23.3  515. 13.50 70  -128  709
2024 225  7 51  14.1  -4.0  -6.5   5.0   71661.  20.5  517. 11.38 70  -139 1053
2024 225  8 51  16.3  -1.7   1.1  -9.3   50376.  22.3  514. 12.79 70  -125  532
2024 225  9 51  19.2   3.1  12.2 -14.0   36512.   6.0  496.  2.97 67  -131  954
2024 225 10 51  20.1  -2.2   7.5 -18.2   26916.   9.4  491.  5.36 67  -118 1482
2024 225 11 51  21.3   0.9   0.2 -21.0   18348.   8.5  499.  5.40 67  -141  845
2024 225 12 51  19.5   6.4 -10.6 -14.8   15212.  12.0  511.  8.14 80  -132  840
2024 225 13 99 999.9 999.9 999.9 999.9 9999999. 999.9 9999. 99.99 80  -148  833
2024 225 14 99 999.9 999.9 999.9 999.9 9999999. 999.9 9999. 99.99 80  -170  631
2024 225 15 99 999.9 999.9 999.9 999.9 9999999. 999.9 9999. 99.99 77  -175  656
2024 225 16 99 999.9 999.9 999.9 999.9 9999999. 999.9 9999. 99.99 77  -188  821
2024 225 17 99 999.9 999.9 999.9 999.9 9999999. 999.9 9999. 99.99 77  -183  677
2024 225 18 99 999.9 999.9 999.9 999.9 9999999. 999.9 9999. 99.99 57  -170 1079
2024 225 19 51  20.8 -11.3 -15.1  -8.3    9979.   8.8  459.  4.72 57  -167  838
2024 225 20 51  20.9 -10.8 -16.4  -6.8    8451.   9.8  465.  5.07 57  -167  932
2024 225 21 51  20.9 -11.6 -15.9  -6.8    8500.   9.8  465.  4.67 60  -151  682
2024 225 22 51  20.5  -9.9 -17.6  -2.4   10150.  11.7  460.  5.64 60  -127  896
2024 225 23 51  19.8 -10.1 -16.9  -0.2   13316.  17.1  446.  7.43 60  -110  582
2024 226  0 51  20.0 -10.6 -16.6   2.8   19282.  14.4  444.  6.05 43  -103  293
2024 226  1 51  20.4 -11.9 -16.1   3.1   21633.  14.7  449.  6.47 43   -95  421
2024 226  2 51  20.2 -12.4 -15.0   3.9   34231.  14.3  451.  6.37 43   -92  338
2024 226  3 51  20.6 -11.4 -15.4   6.7   36572.  12.2  452.  5.26 27   -87  240
2024 226  4 51  21.9 -13.6 -13.3  10.6   37483.   6.9  432.  2.76 27   -90  141
2024 226  5 51  21.3 -12.4 -10.5  13.3   82798.   9.8  443.  3.75 27   -83   87
2024 226  6 51  20.9 -14.5  -7.0  13.2   80758.   9.2  434.  3.37 17   -75   89
2024 226  7 51  20.3 -12.2  -3.9  15.6   52120.   8.4  433.  3.14 17   -73   82
2024 226  8 51  19.1  -9.5  -4.6  15.5   66131.   6.7  435.  2.91 17   -74   86
2024 226  9 51  18.8 -10.2   0.0  15.5   33132.   5.8  427.  2.36 13   -74   79
2024 226 10 51  17.7  -9.1   2.8  14.7   26784.   5.8  425.  2.36 13   -69   56
2024 226 11 51  16.3  -8.5   2.6  13.3   83213.   4.8  417.  1.96 13   -63   53
2024 226 12 51  15.7  -6.9   4.5  13.3   26740.   4.8  420.  2.16 10   -63   64
2024 226 13 51  14.3  -7.8   6.3  10.0   43981.   5.3  408.  2.34 10   -62   60
2024 226 14 51  13.0  -6.3   5.8   9.5   44718.   6.4  408.  2.79 10   -57   55
2024 226 15 51  12.1  -5.4   5.1   9.3   31457.   7.2  406.  2.90  7   -55   65
2024 226 16 51  11.3  -6.4   7.5   5.2   34199.   4.4  388.  1.86  7   -55   82
2024 226 17 51  10.3  -5.5   8.4   1.1   26012.   4.9  391.  1.82  7   -49  102
2024 226 18 51   8.8  -3.0   7.1  -3.5   36126.   6.0  401.  2.46 30   -46  227
2024 226 19 51   8.3  -3.8   5.2  -2.1   18119.   6.9  392.  2.32 30   -53  362
2024 226 20 51   8.4  -4.8   6.5  -1.6   14590.   7.9  383.  2.45 30   -49  339
2024 226 21 51   7.5  -3.8   1.0  -5.3   17612.   8.8  386.  2.86 43   -46  333
2024 226 22 51   7.0  -1.1   5.7  -3.0   22209.   7.2  393.  2.52 43   -50  800
2024 226 23 51   7.0  -1.6   1.9  -5.6   27990.   5.7  387.  2.00 43   -51  478
2024 227  0 51   6.4  -2.3  -1.8  -5.4   60633.   4.6  387.  1.61 37   -55  552
2024 227  1 51   6.9  -2.3   0.3  -4.6   62907.   2.9  397.  1.08 37   -60  519
2024 227  2 51   6.3  -2.2   3.1  -4.5   70655.   5.0  399.  1.70 37   -58  612
2024 227  3 51   4.2   0.9  -0.0   1.0   40730.  12.3  389.  3.63 33   -44  437
2024 227  4 51   2.6  -0.2  -0.1   1.5   37927.  15.1  396.  4.73 33   -34   75
2024 227  5 51   3.7  -2.0  -1.8  -1.1   43498.   9.0  404.  2.91 33   -31   64
2024 227  6 51   3.8  -2.8  -1.7  -1.8   53545.   5.3  412.  1.74 20   -37  108
2024 227  7 51   3.6  -3.1  -1.6  -0.1   55239.   5.2  411.  1.69 20   -42  148
2024 227  8 51   3.7  -1.9  -2.8  -0.6   55737.   5.3  403.  1.65 20   -43  169
2024 227  9 51   5.0  -2.8  -3.6   1.0   28189.   3.7  405.  1.17 10   -39  106
2024 227 10 51   4.9  -2.5  -3.4   2.4   26955.   3.4  405.  1.08 10   -33  171
2024 227 11 51   4.9  -3.1  -3.4   1.6   23377.   3.5  410.  1.14 10   -33   80
2024 227 12 51   4.9  -3.4  -2.2   2.4   19327.   3.8  403.  1.17 13   -32   53
2024 227 13 51   4.8  -2.7  -3.7  -0.7   26018.   4.0  404.  1.26 13   -28   64
2024 227 14 51   4.9  -3.1  -3.7  -1.1   22452.   3.9  400.  1.17 13   -25   96
2024 227 15 51   4.8  -3.2  -3.3  -0.9   26421.   4.4  399.  1.32 13   -24  136
2024 227 16 51   5.0  -2.7  -4.2   0.2   22916.   4.0  386.  1.11 13   -23  278
2024 227 17 51   5.2  -2.4  -4.2   1.7   20628.   4.4  386.  1.23 13   -23  193
2024 227 18 51   5.5  -2.0  -4.7   1.7   22070.   4.9  385.  1.37 13   -19   90
2024 227 19 51   6.6  -1.8  -5.7   2.4   34407.   5.5  391.  1.58 13   -17   63
2024 227 20 51   7.0  -2.3  -6.2  -0.9   31039.   6.3  391.  1.82 13   -16   77
2024 227 21 51   7.2  -1.1  -3.1   2.9   29656.   7.7  390.  2.25 30   -18  172
2024 227 22 51   8.1   0.2  -2.0   7.3   38252.   7.7  390.  2.30 30   -19  127
2024 227 23 51   8.1  -0.1  -4.3   6.3   41759.   8.8  384.  2.51 30   -17   65
2024 228  0 51   8.0  -2.0  -6.3   4.4   38147.   9.8  390.  2.87 13   -11   59
2024 228  1 51   8.9  -1.3  -5.5   6.7   40878.   8.9  384.  2.47 13    -9   53
2024 228  2 51   8.8  -1.0  -1.6   8.5   39517.   8.8  377.  2.45 13    -5   38
2024 228  3 51   8.9   0.4  -0.2   8.9   42281.   5.7  366.  1.47  7    -7   31
2024 228  4 51   8.3   1.0   1.0   8.0   36613.   5.3  359.  1.29  7   -11   28
2024 228  5 51   8.1   2.4   1.5   7.4   31211.   5.1  347.  1.15  7   -10   30
