 nT
YEAR DOY HR  1    2     3     4     5        6     7     8     9  10   11   12 
2024  46  8 51   4.8  -2.9   2.2  -1.4   79677.   3.8  376.  1.04  7     1   59
2024  46  9 51   5.2  -2.6   3.9   1.2   72251.   4.0  380.  1.11  7     2   49
2024  46 10 51   5.7  -3.1   4.0  -0.2   54468.   3.5  375.  0.95  7     3   37
2024  46 11 51   5.8  -3.2   4.3  -0.6   53453.   3.1  376.  0.84  7     3  116
2024  46 12 51   6.2  -4.4   3.9  -2.0   40335.   2.5  373.  0.65  7     1  124
2024  46 13 51   5.6  -3.3   4.3  -0.7   56463.   2.4  373.  0.63  7     0  215
2024  46 14 51   5.4  -1.8   4.5   1.1   88604.   2.8  380.  0.74  7     0   80
2024  46 15 51   5.6   0.5   4.4   2.3   88755.   3.0  397.  0.85  7     0   49
2024  46 16 51   5.7   1.8   4.1   3.1   83441.   3.1  410.  0.93  7     3   46
2024  46 17 51   5.5   1.6   4.8   1.9  118294.   2.9  404.  0.83  7     4   39
2024  46 18 71   5.0  -1.2   3.8  -2.3 9999999. 999.9 9999. 99.99 13     2   44
2024  46 19 71   4.6   0.2   0.7   2.9 9999999. 999.9 9999. 99.99 13     0  215
2024  46 20 71   4.7  -3.2   2.5   1.1 9999999. 999.9 9999. 99.99 13    -2   99
2024  46 21 51   5.0  -4.3   2.2  -1.1  134642.   1.6  366.  0.43  7    -3   35
2024  46 22 51   5.1  -3.8   3.2  -0.6  168584.   2.2  377.  0.53  7    -3   32
2024  46 23 51   5.2  -3.2   3.7  -0.6  164972.   2.5  380.  0.63  7    -6   33
2024  47  0 51   5.2  -2.6   4.0   1.5  157698.   2.6  384.  0.69 10    -8   41
2024  47  1 51   5.5  -4.0   3.6  -0.6  144669.   2.6  374.  0.62 10   -10   27
2024  47  2 51   5.4  -3.8   3.5  -1.4  138325.   2.4  371.  0.57 10   -13   17
2024  47  3 51   5.4  -4.2   3.2  -0.6  132024.   2.3  374.  0.56  0   -13   20
2024  47  4 51   5.5  -3.9   3.7  -0.2  130342.   2.3  375.  0.57  0   -11   28
2024  47  5 51   5.4  -3.6   3.9  -0.6  134888.   2.1  377.  0.56  0    -9   38
2024  47  6 51   5.7  -2.1   4.6   1.9  172143.   3.0  389.  0.82  7    -5   63
2024  47  7 51   5.5  -2.5   3.3   1.9  157743.   3.0  390.  0.80  7    -1   49
2024  47  8 51   5.2  -2.0   3.9   2.0  183335.   3.9  403.  1.17  7     4   60
2024  47  9 51   3.9  -0.1   1.8   2.1  158242.   4.5  393.  1.24 13     6   43
2024  47 10 51   5.2  -2.1   4.1   1.3  116027.   4.3  403.  1.29 13     9   67
2024  47 11 51   6.6  -0.5   3.2   1.3   59507.   8.0  413.  2.52 13    13  107
2024  47 12 51   8.6   3.3  -7.6   1.6   17607.   8.2  409.  2.44 20    14   77
2024  47 13 51   8.9   3.0  -7.1   3.8   19105.   9.1  403.  2.68 20    14   89
2024  47 14 51   8.1   3.0  -6.0   3.8   29439.   9.2  398.  2.65 20    15  111
2024  47 15 51   8.1   0.5   0.2   8.0   53196.   4.3  392.  1.31 13     9   54
2024  47 16 51   7.8   0.1   0.3   7.7   50798.   3.6  387.  1.09 13     9   44
2024  47 17 51   7.3   0.8  -0.5   7.0   49617.   3.7  384.  1.10 13     9   44
2024  47 18 51   6.8   0.6  -2.9   5.9   31342.   4.9  369.  1.26  0    12   45
2024  47 19 51   6.0   0.3  -2.3   5.5   45590.   5.4  372.  1.45  0    13   46
2024  47 20 51   6.1   0.7  -2.5   5.3   34228.   5.3  383.  1.48  0    12   42
2024  47 21 51   6.1   0.8  -3.0   3.8   38302.   4.4  373.  1.15  7     8   41
2024  47 22 51   6.2   4.2  -4.3  -0.3   33517.   3.5  388.  0.96  7     5   37
2024  47 23 51   5.4  -0.7  -2.5   1.8   52019.   3.7  380.  1.02  7     5   35
2024  48  0 51   4.7  -0.3  -1.3  -0.1   59192.   3.5  381.  0.97 10     4   30
2024  48  1 51   5.2  -2.7  -1.3  -1.6   71885.   3.6  376.  0.96 10     1   25
2024  48  2 51   5.3  -5.1  -0.2   1.3   87814.   4.1  367.  1.03 10    -3   25
2024  48  3 51   5.7  -5.2  -0.7   2.0   87539.   3.9  362.  0.97  3    -6   33
2024  48  4 51   5.8  -4.6   0.1   3.4   80360.   3.3  353.  0.80  3    -2   14
2024  48  5 51   5.7  -3.5   1.9   3.8   72030.   3.0  357.  0.74  3     1   14
2024  48  6 51   5.4  -4.2   2.4   2.5   64299.   3.2  344.  0.73  0     2   19
2024  48  7 51   5.3  -3.9   3.1   1.6   61352.   3.1  341.  0.69  0     2   27
2024  48  8 51   4.1  -2.4   3.0   0.5   59763.   3.8  339.  0.82  0     4   31
2024  48  9 51   4.5  -1.0   3.9   0.1   44417.   4.6  340.  0.94 13     3   32
2024  48 10 51   4.5  -2.1   1.9  -3.1   49652.   5.1  336.  1.03 13    -1  130
2024  48 11 51   4.2  -2.2   1.7  -2.9   46676.   5.5  328.  1.06 13    -5  251
2024  48 12 51   4.8  -2.6   0.9  -3.4   54192.   4.6  324.  0.89 17    -4  175
2024  48 13 51   4.9  -2.6   0.5  -4.0   45450.   5.4  328.  1.04 17    -3  207
2024  48 14 51   4.9  -4.1   2.2  -0.8   45312.   5.3  318.  0.97 17    -4  196
2024  48 15 51   5.2  -4.7   1.8  -0.6   34749.   5.3  315.  0.93  7    -3   69
2024  48 16 51   5.2  -4.9   1.1  -1.3   33948.   5.3  311.  0.91  7    -3   49
2024  48 17 51   5.3  -4.9   0.9  -1.7   37177.   5.3  307.  0.89  7    -4   59
2024  48 18 51   5.5  -5.1  -0.2  -1.7   38081.   5.3  306.  0.89 13    -4   71
2024  48 19 51   6.0  -5.6   1.6  -1.5   31612.   5.7  308.  0.95 13    -5   87
2024  48 20 51   6.8  -4.7   0.4  -4.6   41266.   7.0  325.  1.31 13    -4  189
2024  48 21 51   7.0  -4.0   3.8  -2.1   40511.   7.4  326.  1.39 20    -8  247
2024  48 22 51   8.1  -3.1   5.5  -4.6   14976.   6.0  343.  1.34 20   -12  230
2024  48 23 51   8.2  -2.6   6.7  -3.7   16151.   6.4  349.  1.50 20   -15  263
2024  49  0 51   7.7  -3.0   5.8  -2.6   21293.   6.0  343.  1.36 33   -21  310
2024  49  1 51   7.7  -4.1   2.9  -4.4   15996.   6.9  336.  1.48 33   -24  303
2024  49  2 51   8.1  -2.3   7.1  -2.8   13746.   5.0  339.  1.07 33   -26  321
2024  49  3 51   7.9  -4.1   6.1  -2.7   13804.   4.6  321.  0.89 17   -23   83
2024  49  4 51   8.0  -4.9   4.9  -3.7   13786.   4.1  315.  0.76 17   -20   60
2024  49  5 51   7.7  -4.3   5.8  -2.3   13968.   4.8  317.  0.93 17   -19  103
2024  49  6 51   7.5  -3.6   6.2  -1.7   14598.   4.8  321.  0.95 10   -17   68
2024  49  7 51   7.1  -3.6   5.5  -2.0   15027.   4.5  316.  0.86 10   -13   85
2024  49  8 51   7.0  -3.0   5.5  -2.2   15383.   4.1  314.  0.76 10   -12  105
2024  49  9 51   6.8  -3.5   4.3  -1.7   20218.   4.4  311.  0.80 13   -14  116
2024  49 10 51   6.5  -4.1   3.8  -2.1   26028.   4.1  309.  0.76 13   -11   87
2024  49 11 51   6.2  -2.3   3.9  -4.0   34375.   4.5  326.  0.90 13   -12  179
2024  49 12 51   5.9  -3.3   0.9   2.9   39117.   4.5  327.  0.90 10   -11  145
2024  49 13 51   6.2  -4.5   3.2   2.5   34693.   3.7  319.  0.71 10    -7   48
2024  49 14 51   6.2  -5.3   3.3   0.4   34915.   3.5  313.  0.65 10    -6   45
2024  49 15 51   6.3  -5.9   2.0   0.7   40948.   4.4  311.  0.79  3    -6   65
2024  49 16 51   6.4  -6.3   1.0   0.2   47846.   4.3  308.  0.76  3    -8   72
2024  49 17 51   6.3  -6.2   0.3  -0.6   35198.   3.4  302.  0.58  3   -10   95
2024  49 18 51   5.9  -5.2   0.5  -2.5   28524.   3.3  303.  0.57  3   -12  115
2024  49 19 51   5.2  -3.8   0.6  -2.7   40953.   3.5  305.  0.62  3   -13  114
2024  49 20 51   4.9  -3.6   3.1  -0.3   42678.   3.5  303.  0.62  3   -11   89
2024  49 21 51   4.7  -3.0   3.5   0.2   38742.   3.6  307.  0.64  0    -8   50
2024  49 22 51   4.7  -2.6   3.5  -1.3   35904.   3.5  307.  0.62  0    -6   25
2024  49 23 51   4.6  -3.0   3.3   0.5   37173.   3.3  304.  0.58  0    -5   34
2024  50  0 51   4.3  -2.5   3.4  -0.0   45596.   3.9  312.  0.70  0    -3   27
2024  50  1 51   4.1  -2.4   3.0   0.3   36855.   3.9  310.  0.68  0    -4   27
2024  50  2 51   4.0  -3.1   1.7   1.9   25350.   3.6  304.  0.60  0    -6   19
2024  50  3 51   4.0  -3.1   2.1   1.4   17541.   3.3  299.  0.54  0    -4   13
2024  50  4 51   4.0  -3.0   2.3   1.3   17007.   3.1  299.  0.51  0    -1    8
2024  50  5 51   3.9  -2.7   2.6   1.1   18869.   3.5  298.  0.56  0    -1    9
2024  50  6 51   3.6  -2.4   2.5   0.9   20563.   3.9  289.  0.62  0    -2   12
2024  50  7 51   3.5  -2.1   2.4   1.1   18210.   4.0  289.  0.65  0    -2   20
2024  50  8 51   3.5  -2.2   2.7  -0.3   18531.   3.6  284.  0.56  0    -6   28
2024  50  9 51   3.3  -2.0   2.6   0.3   17821.   3.8  285.  0.60  0    -8   40
2024  50 10 51   3.4  -2.0   2.7  -0.2   17705.   3.7  283.  0.58  0    -7   33
2024  50 11 51   3.4  -1.9   2.7  -0.8   18536.   4.0  282.  0.61  0    -5   40
2024  50 12 51   3.5  -1.3   2.5  -1.8   15777.   4.5  281.  0.69  3    -4   58
2024  50 13 51   3.4  -1.2   2.1  -2.2   16126.   4.8  282.  0.73  3    -1  184
2024  50 14 51   3.0  -0.0   1.4  -2.6   19414.   5.0  291.  0.80  3    -1  136
2024  50 15 51   3.5  -0.2   2.8  -2.1   15919.   4.8  291.  0.78  0    -1   90
2024  50 16 51   3.2  -0.6   2.1  -2.3   14420.   5.5  286.  0.86  0    -2   70
2024  50 17 51   3.4   0.3   3.0  -1.4   11276.   6.0  288.  0.91  0    -4   69
2024  50 18 51   3.4   0.0   3.0  -1.6   11396.   6.4  287.  0.98  3    -6   44
2024  50 19 51   3.6  -0.4   2.9  -2.0   12103.   6.9  284.  1.04  3    -4   52
2024  50 20 51   4.0   0.4   2.8  -2.5   12609.   7.6  290.  1.18  3    -1   86
2024  50 21 51   3.9   2.3   2.5  -1.6   12969.   8.4  295.  1.34  3    -2  106
2024  50 22 51   4.4   1.8   1.5  -3.6   13632.   8.1  294.  1.30  3     0   72
2024  50 23 51   5.0   0.4   1.1  -4.8   18770.   8.1  294.  1.31  3     3   71
2024  51  0 51   4.5  -1.5   2.7  -2.7   20207.   9.8  291.  1.54  3     4   52
2024  51  1 51   4.4  -2.6   3.3  -0.2   23136.   7.9  286.  1.21  3     3   27
2024  51  2 51   4.5  -3.9   2.1   0.8   20563.   5.9  278.  0.89  3     6   19
2024  51  3 51   4.5  -4.0   2.0   0.2   18531.   5.6  275.  0.84  7     7   20
2024  51  4 51   4.3  -3.7   1.0  -1.2   22731.   6.6  278.  0.98  7     6   36
2024  51  5 51   4.3  -2.8   2.0  -2.3   27364.   8.7  288.  1.32  7     4   45
2024  51  6 51   4.3  -2.8   2.3  -1.9   25121.   8.6  288.  1.32 20     2   76
2024  51  7 51   4.3  -1.6  -0.2  -3.9   24824.   8.8  287.  1.29 20     0  111
2024  51  8 51   5.1   1.7  -2.9  -3.4   21660.   7.3  310.  1.23 20    -5  231
2024  51  9 51   5.9   2.6  -4.1  -3.2   21954.   5.8  306.  0.94 17    -8   96
2024  51 10 51   6.2  -0.4  -1.8  -4.7   23251.   7.3  309.  1.27 17    -6  223
2024  51 11 51   7.3  -3.4   2.6  -5.8   22317.   9.3  308.  1.64 17    -8  412
2024  51 12 51   6.8  -2.9   2.1  -4.0   28651.  11.2  309.  1.96 20   -10  295
2024  51 13 51   6.8   0.6  -3.7  -5.2   24185.  12.2  318.  2.17 20    -9  323
2024  51 14 51   7.6  -1.5  -1.2  -7.2   26321.  10.5  310.  1.77 20   -14  434
2024  51 15 51   7.5   0.1   1.6  -6.8   27719.  10.4  309.  1.79 13   -18  347
2024  51 16 51   7.5   2.3   1.3  -6.9   23520.  10.9  307.  1.85 13   -17  164
2024  51 17 51   6.9  -4.2   3.8  -2.1   20027.   8.3  287.  1.23 13   -14   97
2024  51 18 51   7.1  -5.6   3.9  -1.6   19173.   7.9  279.  1.16 10    -8   52
2024  51 19 51   7.5  -5.8   3.5  -2.7   21946.   8.5  281.  1.28 10    -7   90
2024  51 20 51   8.4  -5.7   5.8  -1.7   21393.   7.7  287.  1.19 10   -11  114
2024  51 21 51   8.7  -5.9   3.0  -2.5   17925.   7.0  278.  1.03 23    -8   84
2024  51 22 51   8.5  -6.4   5.4  -0.9   19509.   8.0  284.  1.21 23    -9   76
2024  51 23 51   8.5  -5.4   6.3   0.1   24187.   8.3  286.  1.26 23    -5  183
2024  52  0 51   8.9  -6.7   5.5   1.7   22060.   7.2  282.  1.09  7    -3   42
2024  52  1 51   8.9  -6.8   4.6   3.2   24131.   7.6  281.  1.14  7     0   21
2024  52  2 51   8.7  -6.5   4.9   2.9   26430.   8.7  284.  1.32  7     2   19
2024  52  3 51   8.4  -6.8   3.6   3.1   26631.   9.4  280.  1.39  0     3   12
2024  52  4 51   8.4  -5.9   4.7   3.5   28995.   9.8  285.  1.49  0     4    9
2024  52  5 51   8.5  -5.4   4.1   5.1   32156.  10.4  285.  1.59  0     4    9
2024  52  6 51   8.6  -4.5   2.9   6.5   32681.  10.3  284.  1.54  7     5   16
2024  52  7 51   8.2  -3.3   2.5   6.9   31968.  10.2  287.  1.57  7     7   24
2024  52  8 51   7.7  -4.7   3.1   3.8   44876.  11.5  289.  1.78  7     4   30
2024  52  9 51   7.5  -3.3   4.2   4.4   38825.  11.2  298.  1.81  7     3   29
2024  52 10 51   7.5  -2.4   2.1   6.8   49868.   9.7  307.  1.71  7     1   37
2024  52 11 51   8.3  -4.9   5.3   3.3   44391.   4.7  315.  0.89  7     1   36
2024  52 12 51   8.1  -4.6   5.7   1.4   50023.   4.7  324.  1.01  7     5   39
2024  52 13 51   7.9  -4.2   4.9   4.2   80067.   5.1  337.  1.22  7     6   61
2024  52 14 51   7.3  -5.0   3.6   3.6   94532.   5.6  333.  1.33  7     8   41
2024  52 15 51   7.1  -3.8   4.4   0.6  105772.   6.1  339.  1.51 13    10   38
2024  52 16 51   6.7  -3.4   4.9   0.3   92664.   7.2  344.  1.84 13     8   52
2024  52 17 51   6.8  -3.9   5.0   0.3   84770.   7.1  340.  1.77 13     3   82
2024  52 18 51   7.2  -4.0   5.5  -0.7   73847.   7.1  338.  1.74 13     3  202
2024  52 19 51   7.5  -4.9   4.8   1.8   71182.   7.5  335.  1.79 13     0  125
2024  52 20 51   7.1  -2.3   5.6   2.7   69255.   7.2  347.  1.78 13     0   36
2024  52 21 51   7.7  -4.3   4.6   4.1   58601.   5.9  334.  1.39  3    -1   32
2024  52 22 51   7.6  -4.9   4.9   2.1   51617.   5.6  330.  1.28  3     1   25
2024  52 23 51   7.1  -4.8   4.0   3.2   53485.   6.6  332.  1.51  3     2   28
2024  53  0 51   6.3  -2.8   4.6   0.6   69262.   7.7  336.  1.92 17     5   24
2024  53  1 51   6.1  -3.2   4.3  -1.3   68506.   7.8  334.  1.92 17     3   29
2024  53  2 51   6.3  -3.5   4.6   0.4   60579.   7.0  327.  1.60 17    -1   43
2024  53  3 51   6.9  -2.5   5.0  -0.5   51824.   6.6  330.  1.44 13     1   35
2024  53  4 51   6.8  -4.0   4.4  -0.2   49694.   6.4  321.  1.38 13     0   57
2024  53  5 51   6.5  -2.3   5.2  -0.5   64672.   7.5  328.  1.66 13     3  150
2024  53  6 51   6.3  -1.1   4.8  -2.3   63431.   8.0  329.  1.78 17     3  219
2024  53  7 51   6.0  -2.5   3.7  -0.0   65095.   8.0  322.  1.75 17    -2  138
2024  53  8 51   5.6  -2.9   3.4   2.1   69535.   7.8  319.  1.68 17    -4   44
2024  53  9 51   6.2  -0.8   5.4  -2.3   58461.   6.9  325.  1.48 17    -1   47
2024  53 10 51   5.5  -2.6   3.7  -0.7   62036.   6.6  316.  1.40 17    -6  129
2024  53 11 51   5.9  -3.9   3.8  -0.1   53282.   6.9  311.  1.38 17    -8  113
2024  53 12 51   5.9  -4.3   3.7   0.4   53287.   6.7  306.  1.30 10    -4   64
2024  53 13 51   5.8  -3.2   3.7  -0.0   52930.   6.3  306.  1.23 10    -2   43
2024  53 14 51   6.0  -1.3   5.4  -0.9   50859.   6.2  314.  1.25 10    -2   43
2024  53 15 51   6.4   1.3   5.3  -2.6   44470.   6.0  323.  1.26 10    -1  152
2024  53 16 51   6.3   2.0   5.0  -3.1   38244.   5.8  325.  1.21 10    -2  200
2024  53 17 51   6.1   0.3   5.4  -1.6   49863.   5.6  322.  1.15 10    -6  262
2024  53 18 51   5.7  -1.0   4.5   0.6   56115.   5.0  318.  1.02 13   -10  136
2024  53 19 51   5.9  -3.2   3.3   3.3   53735.   4.4  307.  0.82 13   -13   55
2024  53 20 51   6.4  -2.3   5.4   2.2   46641.   3.4  318.  0.65 13   -14   34
2024  53 21 51   5.8  -2.0   4.3   2.8   57085.   3.9  328.  0.79 10   -12   27
2024  53 22 51   5.5  -3.1   3.3   2.7   60279.   3.8  335.  0.81 10    -9   23
2024  53 23 51   5.5  -3.4   3.4   2.0   59474.   3.4  332.  0.72 10    -5   25
2024  54  0 51   5.6  -2.3   4.2   2.5   66786.   3.7  338.  0.80  0     0   25
2024  54  1 51   5.4  -2.8   4.0   2.1   66651.   3.8  335.  0.81  0     2   21
2024  54  2 51   5.3  -2.2   4.4   1.6   56026.   3.9  333.  0.80  0     2   23
2024  54  3 51   5.1  -3.2   3.1   1.2   45724.   3.3  327.  0.66  0     3   24
2024  54  4 51   4.9  -1.5   4.3   1.1   52865.   4.9  336.  0.99  0     2   25
2024  54  5 51   4.6  -1.7   4.0   1.0   50613.   6.2  334.  1.25  0     2   28
2024  54  6 51   4.8  -2.6   3.7   0.6   44128.   6.1  324.  1.17  3     3   30
2024  54  7 51   3.9  -1.5   3.3   0.3   43912.   8.2  330.  1.60  3     5   31
2024  54  8 51   3.2  -1.1   2.6  -0.2   31416.  10.9  330.  2.09  3     5   55
2024  54  9 51   2.8   0.0   1.7   1.1   22747.  13.4  330.  2.65 10     7   63
2024  54 10 51   3.0  -0.9  -0.5  -1.4   20611.  14.3  328.  2.74 10     9   56
2024  54 11 51   3.1  -1.1  -1.7  -0.3   19545.  14.3  325.  2.84 10     7  179
2024  54 12 51   3.4  -0.3  -0.3   3.1   26702.  13.2  323.  2.47 13     6   89
2024  54 13 51   4.8   1.0  -1.5   4.3   46155.   6.6  326.  1.24 13     3   44
2024  54 14 51   5.1   0.8  -3.5   3.2   43937.   4.3  328.  0.82 13     3   36
2024  54 15 51   5.5  -0.9  -3.4   4.0   48722.   6.0  329.  1.15  7     5   29
2024  54 16 51   6.4   0.2   1.3   5.8   45258.   5.7  325.  1.07  7     5   31
2024  54 17 51   6.3  -0.1   1.9   5.1   40763.   6.4  323.  1.19  7     6   28
2024  54 18 51   5.9  -3.1   1.5   3.4   52627.   7.3  330.  1.38  3     7   25
2024  54 19 51   5.4   1.6  -2.9   1.5   51758.   4.8  322.  0.89  3     6   24
2024  54 20 51   5.3   2.1  -2.8  -3.6   59428.   4.1  317.  0.82  3     3   37
2024  54 21 51   5.3   0.7  -4.2  -1.3   75683.   5.3  324.  0.97  7     1   77
2024  54 22 51   4.7   1.4  -4.0  -1.5   86341.   5.4  320.  1.11  7     1   32
2024  54 23 51   3.7   1.8   1.4   1.6  102225.   6.0  323.  1.14  7    -1   36
2024  55  0 51   4.9   2.4   3.0   2.0   88702.   6.4  322.  1.17  7    -1   49
2024  55  1 51   5.3   2.9   0.6  -3.6   83521.   6.9  323.  1.44  7     1   21
2024  55  2 51   5.6   1.9  -0.8  -5.0   90922.   7.2  324.  1.33  7     2   21
2024  55  3 51   5.5   2.8  -1.8  -3.9   92944.   8.2  323.  1.51  3     5   32
2024  55  4 51   5.3   3.1  -3.6  -1.1   78155.   6.8  317.  1.19  3     7   22
2024  55  5 51   4.9   2.9  -3.6  -0.1   70469.   7.0  321.  1.26  3     7   25
2024  55  6 51   5.2   3.3  -2.3   2.5   65090.   6.6  321.  1.18  7     7   24
2024  55  7 51   5.3   3.7  -2.1   2.7   66125.   6.9  313.  1.17  7     5   31
2024  55  8 51   5.2   4.0  -2.5  -0.3   57486.   5.5  303.  0.96  7     3   48
2024  55  9 51   5.0   2.8  -2.5  -2.9   31853.   3.6  309.  0.63 10     0   59
2024  55 10 51   4.8  -1.7  -3.8  -1.3   56971.   6.7  327.  1.24 10    -6  164
2024  55 11 51   5.1  -2.1  -2.6  -3.6   57401.   6.4  328.  1.19 10    -6  139
2024  55 12 51   5.0  -2.1  -1.2  -4.3   54363.   6.7  326.  1.23 20    -3  231
2024  55 13 51   5.0  -2.0  -0.2  -4.2   39629.   6.8  330.  1.28 20    -3  268
2024  55 14 51   4.8   3.8  -2.7   0.8   16480.   6.8  335.  1.30 20     0   61
2024  55 15 51   5.4   4.3  -3.3  -0.2   10781.   6.3  332.  1.17 23     3   42
2024  55 16 51   5.1   3.7  -3.4  -0.1   18577.   6.1  318.  1.05 23     3   38
2024  55 17 51   8.5   5.3  -6.1   0.1   89177.  10.9  366.  2.48 23    11   71
2024  55 18 51   9.1   3.5  -7.2  -1.7   82350.  20.9  372.  5.27 20    14  129
2024  55 19 51   8.4   2.3  -5.0  -1.3   67753.  22.1  367.  5.35 20    11   95
2024  55 20 51   9.0  -1.8  -4.4  -5.4   58657.  19.2  365.  4.53 20     3  224
2024  55 21 51  10.9   7.8  -0.5   6.3   57754.  13.0  356.  3.02 23   -13  262
2024  55 22 51   9.3   6.4  -4.1   2.7   97070.  15.1  372.  3.89 23    -9  110
2024  55 23 51   8.3   4.5  -6.1   2.4   88446.  12.8  367.  3.28 23   -10   45
2024  56  0 51   8.5   4.3  -6.7  -1.3   78679.  11.5  361.  2.84 23    -7   43
2024  56  1 51   8.4   2.8  -6.6  -3.8  101787.   8.5  358.  2.07 23    -9   99
2024  56  2 51   7.1   2.3  -3.8  -3.9  237938.   4.7  378.  1.46 23   -13  139
2024  56  3 51   6.6  -0.6  -2.2  -4.5  231947.   5.3  405.  1.74 30   -12  137
2024  56  4 51   8.7  -1.7  -6.2  -4.1  146833.   5.1  436.  1.81 30   -13  196
2024  56  5 51   8.1   0.4  -6.6  -2.6  116207.   6.6  435.  2.30 30   -13  308
2024  56  6 51   8.5  -0.8  -6.1   1.8  101481.  10.7  423.  3.49 20   -12  226
2024  56  7 51   8.6  -1.5  -2.4  -0.3   67222.  10.5  412.  3.12 20   -14  239
2024  56  8 51  10.6   1.0  -9.0  -4.7   57191.   7.7  413.  2.27 20   -20  254
2024  56  9 51  10.2   1.4  -9.1  -3.7   61306.   9.4  403.  2.66 20   -27  404
2024  56 10 51  10.0   3.9  -8.5  -2.6   57877.   9.9  388.  2.63 20   -27  425
2024  56 11 51   9.5   5.5  -7.1  -0.7   48546.   8.2  370.  2.01 20   -23  226
2024  56 12 51   8.7   4.8  -6.7  -2.2   54519.   9.5  358.  2.24 30   -12  299
2024  56 13 51   8.2   2.3  -2.7  -1.8  102760.  11.6  378.  3.00 30    -9  255
2024  56 14 51  10.6   7.2   1.7   6.8   59806.   6.7  378.  1.76 30   -15  153
2024  56 15 51  11.9   9.7  -2.0   6.3   23640.   4.7  389.  1.35 17   -15   60
2024  56 16 51  11.3   8.4  -0.3   6.7   44334.   5.0  382.  1.40 17   -12   50
2024  56 17 51  10.4   5.3  -8.4   2.4   55820.   9.8  383.  2.70 17    -5   67
2024  56 18 51  12.0   7.1  -7.8   4.3   36151.  13.5  395.  4.12 27     2   62
2024  56 19 51  12.2   6.9  -6.3   6.6   39875.  13.5  385.  3.76 27     2   39
2024  56 20 51  12.7   8.0  -5.8   5.5   24282.   8.0  387.  2.23 27    -1   66
2024  56 21 51  11.9   3.7  -5.0   9.5   26748.   5.7  358.  1.39 27   -12   49
2024  56 22 51  11.3   2.5  -2.7  10.2   15522.   9.5  380.  2.63 27    -4   44
2024  56 23 51  11.4   5.3  -5.6   7.9   17228.  12.3  386.  3.44 27    -4   30
2024  57  0 51  12.3   4.6 -11.0  -1.8   24117.   8.7  396.  2.43 30    -3   53
2024  57  1 51  10.5   4.5  -6.6  -6.0   41477.   4.5  391.  1.33 30   -11  155
2024  57  2 51   9.9   3.7  -5.5  -7.1   79655.   3.7  399.  1.15 30   -14  321
2024  57  3 51   9.7   4.6  -5.3  -1.7   65561.   4.0  401.  1.21 30   -17  327
2024  57  4 51   9.9   6.5  -6.2  -0.0   36519.   3.8  386.  1.08 30   -13  136
2024  57  5 51   9.8   5.7  -6.2  -3.5   33331.   3.5  383.  0.96 30   -10  100
2024  57  6 51   9.7   3.0  -7.0  -4.6   39717.   3.5  388.  0.97 23   -17  215
2024  57  7 51   9.7   5.3  -6.1  -4.9   31292.   3.4  370.  0.86 23   -16  159
2024  57  8 51   9.3   5.8  -6.2  -3.6   39575.   3.9  361.  0.93 23   -18  111
2024  57  9 51   9.1   5.8  -6.4   0.2   32930.   3.5  373.  0.88 27   -18  128
2024  57 10 51   7.5   5.6  -4.0   1.4   58195.   4.7  383.  1.30 27   -14   68
2024  57 11 51   6.9   1.3  -3.8  -4.4   67085.   5.6  410.  1.77 27   -11  189
2024  57 12 51   5.9   4.1  -2.7   2.2   76245.   5.4  422.  1.82 23    -8  333
2024  57 13 51   5.2   3.4  -2.7   1.6   74133.   5.2  427.  1.80 23    -1   93
2024  57 14 51   5.0   3.2  -1.4   0.9   80526.   5.2  428.  1.80 23     2   47
2024  57 15 51   4.3   3.3  -1.7  -1.7   94917.   5.9  427.  2.11 13    -1   43
2024  57 16 51   4.3   3.8  -1.1  -0.2   90471.   5.8  423.  2.07 13     1   37
2024  57 17 51   4.9   2.9  -0.4  -3.2   94586.   5.9  422.  2.06 13    -1   28
2024  57 18 51   4.9   3.2   0.9  -3.2   97301.   6.1  416.  2.09 13    -1   28
2024  57 19 51   5.0   4.4   0.1   0.7   94600.   6.0  405.  1.94 13    -3   25
2024  57 20 51   5.4   3.6  -2.4   0.5   86665.   6.4  406.  2.01 13    -6   46
2024  57 21 51   6.1   3.9  -3.5   1.6   69383.   6.5  401.  1.95 20    -8   32
2024  57 22 51   6.8   1.7  -5.9  -0.1   85633.   7.1  411.  2.24 20    -5   63
2024  57 23 51   7.5   2.0  -4.1  -5.3   72377.   6.9  404.  2.10 20    -5  269
2024  58  0 51   7.6  -1.1   0.4  -6.9   74208.   7.1  420.  2.32 37   -15  557
2024  58  1 51   7.1   1.2  -1.8  -2.2   92956.   7.9  416.  2.63 37   -25  546
2024  58  2 51   8.2   1.4  -2.5  -3.7  106439.   8.8  424.  3.28 37   -21  351
2024  58  3 51   5.9   0.3  -2.4  -2.3  115840.   9.2  428.  3.53 43   -16  518
2024  58  4 51   5.0   2.1  -2.1  -0.6  132122.   9.7  434.  3.84 43   -11  255
2024  58  5 51   5.7   2.4  -4.1  -2.3  132529.   9.1  433.  3.58 43   -10  135
2024  58  6 51   5.1   1.6  -2.9  -1.6  138505.   8.5  434.  3.36 30   -19  239
2024  58  7 51   2.6   2.1   0.4  -0.2  148926.   8.1  435.  3.19 30   -17  165
2024  58  8 51   4.3   3.4  -1.3   1.4  128188.   6.4  435.  2.55 30   -16   72
