time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
2026-06-26 09:25:00+00:00,18,1.6314900221914286e-06,1.6610736111033475e-06,2.9583642202624105e-08,False,0.1-0.8nm
2026-06-26 09:25:00+00:00,18,4.112659368615823e-08,7.121479939087294e-08,3.008820925742839e-08,False,0.05-0.4nm
2026-06-26 09:26:00+00:00,18,1.6163223790499615e-06,1.6459621292597149e-06,2.96396915899777e-08,False,0.1-0.8nm
2026-06-26 09:26:00+00:00,18,4.055388913570823e-08,7.147457381506683e-08,3.09206846793586e-08,False,0.05-0.4nm
2026-06-26 09:27:00+00:00,18,3.912302659614397e-08,7.026630299833414e-08,3.114327640219017e-08,False,0.05-0.4nm
2026-06-26 09:27:00+00:00,18,1.6078872704383684e-06,1.6374648339478881e-06,2.957749956067346e-08,False,0.1-0.8nm
2026-06-26 09:28:00+00:00,18,3.998880870881294e-08,7.095575682569688e-08,3.096694456417026e-08,False,0.05-0.4nm
2026-06-26 09:28:00+00:00,18,1.6154748436747468e-06,1.6451054989374825e-06,2.9630705000727176e-08,False,0.1-0.8nm
2026-06-26 09:29:00+00:00,18,4.1289364816066154e-08,7.16493033792176e-08,3.0359938563151445e-08,False,0.05-0.4nm
2026-06-26 09:29:00+00:00,18,1.619965360077913e-06,1.6495939689775696e-06,2.9628601794229326e-08,False,0.1-0.8nm
2026-06-26 09:30:00+00:00,18,4.1791807348090515e-08,7.277927238646953e-08,3.0987461485665335e-08,False,0.05-0.4nm
2026-06-26 09:30:00+00:00,18,1.6243200207100017e-06,1.6542933281016303e-06,2.997322212650033e-08,False,0.1-0.8nm
2026-06-26 09:31:00+00:00,18,1.6416884136560839e-06,1.6718727238185238e-06,3.0184239108166366e-08,False,0.1-0.8nm
2026-06-26 09:31:00+00:00,18,4.359321081892631e-08,7.408662128227661e-08,3.04934104633503e-08,False,0.05-0.4nm
2026-06-26 09:32:00+00:00,18,4.567025513324552e-08,7.636469234739707e-08,3.069443721415155e-08,False,0.05-0.4nm
